uniqueID,drugName,condition,review,rating,date,usefulCount
7337,Monistat 7-Day Combination Pack,Vaginal Yeast Infection,"""So yes the first use was an experience. I had been so raw from constant itching that seemed to get worse within a few hours. I applied the cream to my lady parts and talk about wanting to take a cheese grater to your down under itchy fire parts. I had to take some Benadryl to help the itching. The vaginal insert of the cream wasn&#039;t bad until it melts....and then it gets itchy inside your lady cave so to speak. After the first hour it seemed to calm down a lot! I shouldn&#039;t have waited so long to have done something about it. I never had any thick discharge so I thought it was just a little irritated. I had never had a yeast infection and lord knows don&#039;t ever want to go through this again. But the product overall works.""",8,8-Jun-17,5
79467,Plan B One-Step,Emergency Contraception,"""Had sex on the 7th of August. Took Plan B about 23 hours after from the intercourse. Haven&#039;t gotten my period yet because I&#039;m not supposed to be due until the 20th of August but a major side effect that I&#039;ve been experiencing is a MAJOR amount of tiredness and exhaustion! When I got home from work the day after I took the pill, I went upstairs around 9pm to sleep and woke up the next day around 1pm. I wake up extremely exhausted and my feet start to get tired as well. Also I barely ever hungry anymore... I&#039;m 18 years old so this is very unusual for a teen... Hopefully my period comes soon.""",9,10-Aug-14,26
147133,Alprazolam,Tinnitus,"""My ears were ringing like crazy, I was almost to start break down and cry, but I was reading on one guys experience on how to best the ringing and everything he went thru I was going thru so I stsrted to do exactly what he said is to tune it out cause the more you think about it the worse it gets because with titinus you csn become your own worst enemy. So I keep reading on other testimonials and read alot  of people took zanax and it seemed to quite the ringing down.  So I had a zanax 0.5mg took it also because I couldnt sleep, the next day I woke up with a slight ringing and as the day progressed it went completely away Thank the lord.I truly believe that this oh s a condition thats related to the nrevous system there is s cure out.""",10,16-Jan-14,87
45237,Fluoxetine,Major Depressive Disorde,"""I started Prozac as one of my first anti depressants for MDD

 It made me horribly sick. I was nauseous all day, and wouldn&#039;t eat for days at a time. I stayed on it to try and get thorough the side effects but they wouldn&#039;t stop, I was throwing up every other day

One day I woke up and I started to violently shake, This lasted for over 12 hours until I ended up in the hospital with Tachycardia. 

This was a horrible experience and months later I still have stomach and heart issues, I&#039;m on new medications now, But because of my bad experience I get very anxious when I take them""",2,12-Jan-16,18
102810,Aripiprazole,Depression,"""Intake Effexor XR 375 mg, and lorazepam for depression and anxiety. My doctor added Abilify and I took it in mornings. It made me foggy. I moved it to Bertie and sleep better overall. I have noticed an increase in irritability which equates to feeling extremely angry by 3 pm daily. I&#039;ve rearranged my lorazepam to reduce that but need more time. I&#039;m also having restlessness which almost feels manic. We shall see. Increased cravings for sweets.""",4,17-Aug-12,33
60280,NuvaRing,Birth Control,"""I am torn by the Nuvaring. The convenience is great. There is no daily time to take a pill, only once a month which can easily be marked on a calender or put into a phone. It never falls out, I never feel it and changing it is simple, too. I would give the Nuvaring a 10 out of 10 just based upon the simplicity and the price is really reasonable, too. But, there are some downsides (for me personally). For the first few months, I did not notice side effects, although they are there. I have a VERY low tolerance to alcohol when on the Nuvaring. Very emotional, tired, and strung out all the time. I was on the pill before and none of these happened. I also have longer periods. It&#039;s worth a try, every girl seems to have a different experience!""",5,31-Oct-11,0
10677,Spironolactone,Acne,"""I&#039;m 30 years old.  I started having really bad skin about 2 years ago from maybe stress in my life.  But, I tried EVERYTHING to get rid of it and it just got worse.  I finally went to a dermatologist and she put me on spironolactone.  My skin started getting better in about two weeks. I LOVED it. I&#039;ve been taking it for about 6 months and I get compliments from Makeup artist and models (I&#039;m a hairstylist) about how good my skin is.  Another plus for me is my breasts went from a small B to a C! I decided to stop taking it for a week and my breasts went small again and my skin is getting a little oily. So I&#039;m going back on. I only take one a day.""",9,21-Aug-13,31
196244,Fluvoxamine,Anxiety and Stress,"""I&#039;ve suffered from panic attacks and anxiety for years.  I took Paxil for many years, but its effectiveness waned, and I hated the weight gain and sexual side-effects that came with it.  I switched to Luvox, starting with 25mg and it worked miracles.  Eventually, I had to move up to 50mg and now for the last two years 75mg.  I have had no adverse effects, and it has been a lifesaver.  Eventually, when my son was diagnosed with panic disorder (certainly inherited from me, much like I inherited it from my mother), his doctor tried Luvox for him, too.  His assumption was that our genetic similarity and our similar diagnosis might be treated by the same medicine.  He was right. Both my son and I are living anxiety-free, panic attack-free lives.""",9,3-Jan-11,44
19966,Macrobid,Urinary Tract Infection,"""Awful medicine, the worst. The side effects outweigh the benefit.  Headache the first night, leg and back pain, Sensitive skin,  just awful. Pain got worse and worse. I changed my meds to ciproflaxcin. I have used this in the past so hopefully, it will continue to help. I even questioned the doc at urgent care to see if I can take cipro and she offered macrobid. Maybe this urgent care and this medication is something they get a deal on....stay away from macrobid.""",1,7-Jun-17,16
229524,Lurasidone,Schizophrenia,"""I&#039;ve been on Latuda for a little under 2 and a half years. It almost completely stopped my psychotic symptoms except I still hear voices now and then, mainly when I try to go to sleep, but there are no delusions or paranoia while on the drug. I take cogentin in combination with it because it causes me to shake a lot. Main side effects I experience include anhedonia, shakiness, jaw clenching, and inability to sit still. However, I&#039;m happy with it because it actually works, while other antipsychotic meds I tried did not, and it doesn&#039;t cause the endless hunger that I experienced with drugs like Saphris, Haldol, Zyprexa, and Risperdal. It should be noted I am at the max daily dose, which is 160mg.""",8,26-Sep-15,0
180062,Adapalene / benzoyl peroxide,Acne,"""I&#039;ve seriously only been using Epiduo for four days and have seen A HUGE improvement. My skin is a little dry but I use Cetaphil moisturizer to balance it out. I am also using Doxycycline along with the topical treatment (Epiduo) and my acne is getting soooo much better. LOVE IT!""",8,31-Oct-11,12
126595,Brimonidine,Rosacea,"""This cream is absolutely horrible. I will admit the cream initially does what is says it will do, gets rid of the redness. However this is completely temporary, around 6 hours in my experience. What comes afterward is a serious rebound. I spent the day outside in the cold weather (normally a trigger for me, which would normally warrant redness) and when I came back in around 6 hours later my face has never felt hotter in my life. My skin burned and was unbelievably deep red, it looked as if I had held my face up against a fire. This lasted around 2-3 hours. I used it once more thinking my skin needed to get used to it and the results were even worse. I threw away all of my samples after 2 days.""",1,31-Jan-17,16
208641,Amlodipine / olmesartan,High Blood Pressure,"""My blood pressure has been around 160/100. Doctor prescribed Azor 40/10. Just 4 hrs later my reading showed 120/82. I was amazed. I am now on it daily. Thanks to Azor.""",10,19-Jan-15,10
220696,Loestrin 24 Fe,2</span> users found this comment helpful.,"""I&#039;m 16 and  I have been on Loestrin 24 for about a week and half. The day I got them (and started taking them) was a day after I stopped my period and two days ago I started my period it is like a normal. I don&#039;t think I have gained weight due to me being sick and therefore don&#039;t eat as much as I normally do but I did not lose weight like I normally do when I&#039;m sick. I have been getting cramps which I don&#039;t normally get except the first one or two days of my period. I have been really depressed and I&#039;m not a depressed person. I mean I was crying over the stupidest things like my mom not cooking dinner when I wasn&#039;t even hungry. I&#039;m going to talk to my doctor tomorrow.""",3,3-Nov-10,2
122541,Linaclotide,Irritable Bowel Syndrome,"""So far loving this. Stomach pain has almost disappeared, haven&#039;t had an attack in over a week. Down side is have to be near a bathroom about an hour after taking it but that is manageable. Hopefully it continues to work. Time will tell.""",8,21-Jul-16,17
163567,Mirtazapine,Anxiety,"""I used it at bed time along with Paxil. I have anxiety and at times insomnia. The lower the dose(@ 7.5 mg), the more it becomes a sleep aid. It worked well for both anxiety and insomnia.""",8,17-Mar-15,72
57623,Acetaminophen / hydrocodone,Pain,"""I suffer from chronic pain due to severe arthritis and stenosis in my lumbar spine. I take vicodin as needed to alleviate &#039;breakthrough&#039; pain, i.e., occasional pain so great that my usual daily maintenance dose of Embeda ER (morphine/naltrexone) cannot relieve it. It works well, with the usual opioid side effects, hence a score of 8.""",8,6-Dec-16,3
137538,Isotretinoin,Acne,"""I just started this medication on April 1st and after 3 days I started seeing the effects and I can see it&#039;s taking it&#039;s course and working so far. The doctor started me on 40mg two times a day for 4 months. So far only side effect is dryness which was to be expected. """,7,6-Apr-09,10
156303,Ropinirole,Restless Legs Syndrome,"""Been dealing with restless leg syndrome.for about 2 years. It kept me from falling asleep. First they gave me flexiril. And it did nothing. Than a miracle came about and I was prescribed reprinol and my legs haven&#039;t twitched since . Amazing drug I must say. My sleep has improved greatly""",10,18-Aug-16,14
34093,Zoledronic acid,Osteolytic Bone Metastases of Solid Tumors,"""I dreaded the side-effects and had NONE.  I had the intravenous infusion three days before Christmas 2011 and was scared that I would be flattened by the supposed side-effects like flu-like symptoms, bone ache and so forth and was pleasantly surprised.  I am having my second one in just ten days time and hopefully it will be a repeat of the first one.""",10,25-Jan-12,31
116910,Lamictal,Bipolar Disorde,"""This is a very good medication IMO.  When you titrate up to the dose intended, you will notice subtle differences.  Many times I have thought that this had flattened me out but when I backed off the dose, symptoms came roaring back.  No noticeable side effects for me.  Helps stability very well, maybe the cause of some anxiety not much tho.""",9,28-Oct-13,46
166891,Levonorgestrel,Birth Control,"""My time with skyla has been an absolute breeze. Ms. Skyla and i have been together since late october 2015 and it has been great. I must admit that the insertion is a bit painful,but you will soon forget. I got cramps for about a weekafter insertion. Nothing that a littlw ibuprofen couldnt tackle. I urge anyone who is thinking about skyla to just do it. I promise it is worth it. Please remember that pain is subjective. Meaning it just depends on the person. """,10,14-Jul-16,1
160750,Buspirone,Anxiety,"""Have tried Paxil and Lexapro which sent me into hyper-panic and GAD. I was about to give up on medicines and accept my miserable anxiety as a fact of life when my Doctor recommended Buspirone. I noticed my anxiety began to taper the second day I took the medication. No real side effects to speak of through my first week. The one thing it has delivered for me, HOPE!""",9,12-Mar-11,9
65646,Propranolol,Anxiety,"""I have been suffering with this anxiety problem for years and it was starting to interfere with my life.  I am a confident person socially, but my fear of presentations was huge and I would my voice would tremble to the extent where it sounded like I was full on crying. I researched medication for this fear and found propanolol. My doctor prescribed me with 80mg Half Inderal (Propanolol) and despite what some say, he was not hesitant about giving me a prescription and said he regularly gives it to musicians/public speakers etc. It has worked wonders for me, I no longer embarrass my self and now feel happy and confident. You may still feel nervy, but the adrenaline does not kick in. I have not suffered any symptoms and only take it seldomly.""",10,8-Apr-17,40
61002,Focalin,ADHD,"""My 9 year old son has been on various medicines for ADHD since he was 6. We just switched to Focalin 10 mg about 2 weeks ago. We are noticing that by about 1:00 in the afternoon it is completely out of his system and there is no focus. We are going to try a booster dose of 5 mg in the afternoon. I&#039;m going to talk to our doctor about lowering his morning dose because he feels shaky and tired, which I thought would have subsided by now. His focus is terrific but I wonder if we can get the same results by knocking down the dose a bit and adding the booster. Other than that, his sleep and eating habits are the same. Whew!""",9,31-Jan-10,48
49143,Ethinyl estradiol / levonorgestrel,Birth Control,"""I love Lutera. I am very sensitive to other forms of birth control. Lutera has been one of the only kinds I can take. 
Pros: light periods, no cramping, no intense side effects, bigger boobs.
Cons: Brown periods, slight weight gain. 
I also tend to get a bit emotional 1 or 2 days before my period....however I am always an emotional person so this could just be me. I have been on Lutera for 6 years ☺""",9,29-Jul-16,10
58547,Jolivette,Birth Control,"""I took Jolivette 6 weeks after I went home with my first baby.  A year after we went on vacation for four days and I forgot it at home. After vacation I took it and everything was fine. A week later I got my period. I thought it wasn&#039;t a big deal, or was maybe because I miss all those days. It last 5 days. 2 weeks after that again but now lasting 7 days. Then I started to get my period every week and now every 3 days! Lasting 7 days! Worked amazing in the beginning but I messed it up.""",8,12-Mar-13,10
35254,Levofloxacin,Bronchitis,"""I was prescribed this medicine for bronchitis, 500mg. for 7 days. It really cleared up the bronchitis, but left me with bad tendonitis in my right leg.  No telling how long this will go on.  I can barely walk when I first get up in the morning, although it gets better with gentle exercise.  I too have noticed crazy dreams, no dizziness, but I think it is causing me to make some bad decisions.  Do not take this medicine for anything under any conditions.  Find some other drug.  The side effects are unpredictable, come on after you have already stopped taking it, and are miserable.  I&#039;m going to try some of the remedies the other reviewers have mentioned.""",8,23-Feb-15,20
165013,Phentermine / topiramate,Obesity,"""I have been using Qsymia for a little over 3 months. I have lost 50 pounds. I&#039;m 30, have 1 child and couldn&#039;t lose weight no matter how long I stayed in the gym. There is no magic pill that works for weight loss without DIET AND EXERCISE! You need to do these things to see these type of results! I will say in the beginning my side effects were awful I always felt tired but I pushed passed that and it went away. I have since gone off my blood pressure medicine as well. I would recommend following closely with your doctor if you are on BP meds though because my blood pressure dropped so quick I was fainting. Not from Qsymia but from getting healthy so fast.""",9,21-May-15,22
77567,Cephalexin,Skin or Soft Tissue Infection,"""I try not to take medicine unless I am really sick but my doctor recommended I take cephalexin for a small cyst on my eye lid.  I decided to try it because antibiotics are one of the medicines I believe are very good when you are sick and your body needs a little help to heal.  My dosage was three 500mg per day for 10 days.  After the first day I developed stomach cramps and diarrhea.  I was not sure if it was due to the medicine so I continued to take the cephalexin for two more days.   When the condition did not get any better I stopped taking the cephalexin.  It has now been a week since I first took the cephalexin and I still have stomach cramps and diarrhea.  I advised my doctor&#039;s office of my problem but they have not called me yet.""",1,1-Mar-16,7
195482,Aviane,Birth Control,"""I took Aviane for about 3 years. I gained very little weight when I began taking it, but quickly dropped the lbs when I started paying attention to how I was eating. I never had any issues with an irregular period or acne, but my main side effect was moodiness. It took me a couple of years to figure out why I&#039;d become this hyperemotional person, but then after much research, realized it was the Aviane. I began to pay attention to my moods and regulate my mood swings, which helped. I&#039;ve been off the pill for over a year now, but if I had to go back on birth control, I would choose this one again.""",9,4-Jun-16,3
144777,Etonogestrel,Birth Control,"""I was put on this birth control when I was 15 I was 150lbs I gained 50lbs then I replaced it and got a new one and I&#039;m gaining even more weight it barely helps with periods anymore my periods last for 5 weeks at a time now and barely anytime in between to have a break""",3,27-Jan-16,0
185739,Saxenda,Obesity,"""I&#039;ve been on this medication almost a full month. I never feel hungry and have been eating WAY less than I ever have, however the scale has not moved. Bad heartburn has been my only side effect. I&#039;ll try it one more month and then if no weight loss, I&#039;m going to stop. Disappointed...and I had to pay $1,000 out of pocket!""",1,19-Feb-16,17
182130,Clomipramine,Obsessive Compulsive Disorde,"""This med caused me to hear internal voices (auditory hallucinations, but in my head). Made me paranoid, anxious, scared to be alone, tired, nauseated, no appetite,  and felt schizophrenic. Started at 50 mg, coming off immediately, per my PDoc. I hope it gives you relief, as most seem satisfied. Bummer it wasn&#039;t my life saver.""",1,19-Jul-17,3
632,Medroxyprogesterone,Endometriosis,"""Depo has been great for relief of pain from endometriosis. I am on my 3rd shot. No more period, but I do spot the whole month before the next shot is due. I am hoping that will stop as my body gets used to it more. The shot is painless, the only side effect I have noticed is minor weight gain and my sex drive has decreased a bit. I am okay with that at least the pain is gone. I got scared reading what everyone had to say about this drug and almost didn&#039;t get it. I am glad I took the chance to see how &quot;I&quot; reacted to it. Everyone is different. I am very satisfied with it.""",9,27-Aug-09,51
104905,Ethinyl estradiol / levonorgestrel,Birth Control,"""I&#039;ve been on Jolessa for 6 months.  I decided to try this because I get bad headaches during my period (even though they&#039;d only last 3 days, 4 days at most) and I wanted to avoid it altogether.  The first two months, it was great.  Then my period arrived a month early and the bleeding lasted for 25 days, mostly light.  I had already picked up my next 90 day pack so I figured I&#039;d try to get through that and if I still had the bleeding, I&#039;d talk to my doctor about another birth control.  No need to do that because Jolessa is now working perfectly for me.  It&#039;s been wonderful not having a period for a few months.  I&#039;d recommend this birth control to anyone.""",10,13-Dec-09,23
51480,Aczone,Acne,"""I am female in her early 30&#039;s - about 3 years ago I developed adult acne after years of relatively clear skin. Benzyol peroxide had been my miracle acne product but then I developed contact dermatitis and could no longer use it :( I honestly could not go more than a day without a new pimple developing despite using other prescription acne grade products, vitamin A as well as expensive spa treatments. I have been on Aczone about a month and have had instant results, I have not had a cystic pimple since. I still get blackheads and have milia on my chin/jawline but no pimples/whiteheads/cysts to speak of and have had no issues with dry skin. The product is pricey but I will save in the long run not wasting my money on others that don&#039;t work.""",8,21-Nov-16,7
62773,Nicoderm CQ,Smoking Cessation,"""I smoked for 32 years and tried different times and products to help me stop but always failed.  My doctor and I agreed for me to try the Nicoderm CQ patch and it&#039;s really helping me. I have no urges to smoke and am now on Day 8.  The only thing I found out is that I have red swollen itchy skin where the patches were worn. Need to talk to the doctor but office is closed on the weekends.  I&#039;m thinking I could be allergic to them but don&#039;t want to stop them because they are working for me""",8,8-Feb-14,50
221450,Dextromethorphan,Cough,"""Gave this high priced, 12 hour cough &quot;suppressant&quot; in the kiddie version, to my 6 year old. The only thing it suppressed, was his ability to sleep. Worse product I&#039;ve ever purchased for him.""",1,7-Sep-15,3
118141,Naltrexone,Opiate Dependence,"""I&#039;m Planning to be  put in 17 Days in residential treatment and follow it up with vivitrol injection.  I just worry because I hear that it&#039;s incredibly painful, but I an only really trying to get away from the subs... I&#039;m down to less than 6mg but I&#039;ve been IV&#039;ing them.  I still wouldn&#039;t think my bupe dose is high enough to worry about after 15 - 17 days... 
A friend did tell me that if you are clean enough to be eligible for it, it will make you feel like a million bucks! I&#039;m extremely hopeful, and was hoping for some insight and / or advice, but I believe this is an awesome chance to get my life back, even though I am afraid of the sword length rig they use to do it... 
I just hope it all goes as well as planned, or better... 
#VeryAnxiousNow""",6,16-Jul-17,14
133833,Restasis,Keratoconjunctivitis Sicca,"""I was prescribed Restasis by my ophthalmologist due to severe dry eye caused by Accutune. I was given a card that gave me a discount since I did not have private health insurance and used each vile over 2-3 days so that it became effectively very cheap for me to use. I had side effects at first, burning eyes and blurred vision. I was told it takes a minimum of 3 months to see any benefits so I kept using it. It worked almost too well, as my eyes started producing tears so much that my eyes would water all the time. I stopped using the product after 1 year, and my eyes have improved so much I no longer need to use it, although I still use regular over the counter eye drops (Systane Balance) once or twice a day as needed""",9,5-Oct-16,40
198581,Depo-Provera,Birth Control,"""Decreased my sex drive and physically in a lot more pain in my joints... It&#039;s good for women over 25 but under 25 is not the best""",6,13-Nov-17,1
179311,Olanzapine,Bipolar Disorde,"""I started 5mg of olanzapine last night. I have not slept or felt calm in a couple months. I have dealt with Bipolar 1 and ADHD for many years. I went to my Psychiatrist and was told that for my condition I should not be on things like Celexa that I was taking at 40mg at night. Those serotonin medications can hype me up especially at night. So the only other medicine I take is Inderal LA 120mg for tremors I have from a neurological condition since childhood. I slept great last night for the first time in a long time. I also feel much more at ease in gathering my thoughts and focus. I just hope it continues and I do my part in staying stable too.""",9,24-Oct-14,9
5637,Oxytrol,Overactive Bladde,"""Great product I have been on other drugs that gave me back side effects-rash, itching, dry mouth, constipation, headache, dizziness, back pain, etc. I urinate on average 20-40 times a day every approx 15-20 minutes, after using the patch I went as long as 2 hours without using restroom. my skin is irritated and red but better than spending my whole day in the bathroom. I cant believe my doctor didn&#039;t put me on this over the counter drug first before spending hundreds of dollars on prescription medications. I have suffered for over 30 yrs with the issue of urgency and frequency this is a miracle for me.  Praise the LORD""",9,3-Mar-16,60
36697,Fentanyl,Breakthrough Pain,"""I was essentially mis-prescribed Actiq when I should have been getting fentanyl patches for my cancer pain.  This caused problems with both bolus dosing (transient overdosage) and build-up of opioid tolerance with the Actiq that have not been nearly as great a problem with fentanyl patches.

Other patients may have different experiences; however for chronic cancer pain, the patches might be considered before use of Actiq.""",6,25-Apr-10,17
63453,Epiduo,Acne,"""My experience with this product is a lot different from everyone else&#039;s. I have never had a really really bad acne just a few spots here and there so when I went to see the dermatologist they prescribed me this gel to put on every night over my whole face. Firstly everything was going fine I didn&#039;t see a difference and then after a week my skin had cleared up and it look flawless. However one night when I put my cream on and then waking up on the next morning my skin was literally burnt and my forehead was covered in those little spots which was terrible and they looked even worse with make up on because it was extremely bumpy. I stopped using the gel and it when away but was really bad.""",3,12-Dec-15,1
227293,Etonogestrel,Birth Control,"""I absolutely love Nexplanon! Ladies, at first I was super hesitant but I had to get off the Trinessa birth control because it caused me too much bloating and I was miserable 3 weeks out of the month. I was so excited to get the implant but the reviews I read freaked me out. The process was super easy and fast. The most uncomfortable part was the numbing process (it stung a bit). I didn&#039;t feel the implant insertion at all. There was bruising for about a week and it itched quite a bit but it went away after a week once it was fairly healed. As far as side effects, I felt a bit moody for about 2 weeks and I had a headache for a few days when I first got the implant. I&#039;ve had ZERO bleeding and NO weight gain.""",9,29-Sep-13,8
130867,Levonorgestrel,Birth Control,"""I&#039;m 27 w/ two kids. After my second child was born in 2008 I suffered from almost daily tension/migraine headaches. I wanted to try Mirena as a solution to birth control and possibly help my headaches. After 4 months my headaches are slightly better but I have had some noticeable side effects; 10-15 lbs weight gain, increased discharge, longer periods, and cramping after sex or exercise. """,2,26-Jun-11,2
63687,Epiduo,Acne,"""Update:
My skin initially cleared up for the First week but then the next 2-3 weeks were horrible with a lot of breakouts!
For the first 3 weeks my skin was so red, painful, dry and peeling. Then all of a sudden everything went away...
My acne is minimal/almost completely gone after a little over a month and my skin feels so hydrated! Such a great product!""",10,3-Dec-13,34
157915,Accutane,Acne,"""When I was a 15 year old freshman in high school I broke out with severe acne. In literally one week my skin went from perfectly clear to large acne blotches on my cheeks, chin and neck that were painful to touch. After trying everything in the arsenal at the time (monocycline, benzaclIn, finacea, etc.) my dermatologist recommended Accutane. My only side effects were ridiculously chapped lips, dry skin on my face, and some joint pain. After a month and a half of treatment my acne was gone completely, and my skin clearer everyday thereafter. I was so depressed with the acne but this medicine changed my life for the better as I have never needed to use/take another acne medication following that 4 or 5 month treatment.""",9,11-Aug-10,9
8051,Xanax,Panic Disorde,"""2mg of xanax works perfectly for my panic attack when i feel one coming on i take one 2mg pill and it takes it away and i am no longer being run by my panic attack.""",10,23-Jul-08,41
186257,Desvenlafaxine,Depression,"""This medication is amazing! After 3 days of being extremely sick, I started to feel amazing, I am now 1 month into it and am so happy all the time and have no depressive thoughts at all. It kind of blocks out any sad thoughts. Works perfectly for me.""",10,10-Mar-13,101
165523,Levonorgestrel,Birth Control,"""Had the Liletta inserted in November. The process overall wasn&#039;t bad, but I also had numbing injections which helped so much with the pain. Just a couple cramps and it was over. Stopped having a period after three months, and the weird cramps I kept feeling stopped around 5 months. Everything was great until I noticed my clothes weren&#039;t fitting anymore. I&#039;ve gained 10 - 12 pounds despite months of a very clean diet, counting calories, and frequent exercise. I also started losing my hair a few weeks ago, and began sprouting chin hair that I didn&#039;t have before, which is making me feel very depressed. I am beyond frustrated and am having it removed in a few days.""",3,24-May-17,4
74924,Keppra,Seizures,"""It works very well""",9,6-Feb-09,11
156730,Dulaglutide,"Diabetes, Type 2","""I was recently referred to a endocrinologist and he started me on Trulicity and Jardiance. I&#039;ve tried to take Byetta in the past but had to stop because it made me very sick. I lost weight. But that was because I was throwing up all day. Effective weight loss method but I do NOT recommend it! 
I&#039;ve taken one dose of Trulicity and while I do have mild nausea it is not bad and I have switched from coffee to green tea in the morning. Really helps. That I would recommend. Sugar levels have not dropped significantly but they are dropping. Guess one week won&#039;t work wonders and I have to wait a bit. I don&#039;t know if it is the Trulicity or the Jardiance or the combo of both but I have managed to lose 7 pounds in 5 days.""",9,5-Nov-15,12
59033,Morphine,Chronic Pain,"""I have been a long term sufferer of chronic pain from Fibromyalgia, DDD, Scoliosis, Sciatica, Arthritis, Migraines and Chronic Fatigue Syndrome since 1992.,. After starting out with the over the counter meds, then moving to prescription Motrin, Day trip, Rendering, and numerous anti depressants, my doctor began prescribing Vicodin 5/500. At first they worked, but after 3months, nothing! So I went back to my doctor and told him. He then proceeded to put me on 7.5/750, again they worked for me no longer after 3 months. To make a long story short, I am now and have been on MS Contin, 60mg x two times a day and 100mg at bedtime. For my break-thru pain I am on Oxycodone 30mg x two. I&#039;m here to say that I have a life once again!""",5,8-Jun-16,54
61073,Urea,,"""Accurate information.""",10,2-Jul-11,13
91973,Lyrica,Neuropathic Pain,"""I was diagnosed with adult onset Diabetes last Dec. I started on
Metformin 750 and almost immediately my fasting glucose dropped
to 94. That is what it has been since but I have been bothered with
neuropathy for  months. I tried Lyrica for 3 months and it did
absolutely nothing for the pain. I am presently taking gabapentin
300 mg at bedtime and it helps slightly. The cost for the Lyrica
was money out the window.""",1,18-Jul-15,13
45238,Fluoxetine,Depression,"""My genius psychiatrist started me on this drug in the fall of 2008.  The first few weeks I felt even worse than before I had started taking the fluoxetine.  After many months on the drug I was eventually taking 400mg a day, and having manic thoughts &amp; episodes.  My psychiatrist decided I was bi-polar and then started me on seroquel (rather than give me a break for my nervous system to re-adjust to it&#039;s natural state), which I also ended up taking for about 6 months and at about the same dose.  In retrospect I wish I hadn&#039;t taken either fluoxetine(Prozac) or seroquel(Quetiapine).""",1,11-Jan-16,19
212641,Phenergan,Sedation,"""took one 25mg to help me sleep however the next day I felt awful like id been drugged just couldn&#039;t wake up this lasted all day.i wont be taking them again .my wife on the other hand takes them every night with no problems""",8,31-Jul-15,44
143971,Etonogestrel,Birth Control,"""The first 3 years I was on nexplanon I had no problems, except for when I first got it interested I bled for 6 months straight (very light). Then after that everything was fine. After the 3 years were up I decided to get another one inserted since I had no major problems with the first one. That&#039;s when it went downhill. I gained about 20 pounds, became anxious about everything, moods began to change, also had severe pain in my ovaries. I got an ultrasound to make sure there weren&#039;t any cysts and everything was normal but I continued to have severe pain. Finally, I decided to get it removed and everyting has been good so far no more pain, moods are better, and I&#039;ve lost weight.""",5,8-Aug-16,6
225257,Bupropion,Depression,"""I was really glad that I experienced none of the possible side effects. After four weeks I did notice my mood getting better, but after that some things happened in my life (my dog had surgery, a break-up, a hair experiment gone wrong) that I was not able to deal with and I got worse. I felt myself spiraling downward and my anxiety shot way up. It&#039;s month number two and I just switched to lexapro. Hope it helps.""",4,8-Oct-15,0
84639,Ethinyl estradiol / norgestimate,Birth Control,"""I wrote my expirence with this pill before, back when I started and it actually worked.

I&#039;ve been on it for 6 months now and let me tell you, i&#039;m already going to the doctor to switch. 
Sure, no babies. That part was effective.
But eventually, I ended up having cramps again (they had gone away when i first started) my acne flared up like nobody&#039;s buisness, my headaches are horrible and daily, and i&#039;ve been suffering from depression. I never have any motivation, i burst out crying for no reasons, and I get angry out of no where. This is very out of character for me. 
I&#039;m disapointed but hopefully I will find a better option.""",5,31-Aug-16,4
98258,Nexplanon,Birth Control,"""I&#039;ve had this implant for 7 months now, I&#039;ve had no problems except for real bad acne breakouts. I&#039;ve alway suffered from acne here and there but it&#039;s gotten bad after the implant. I have real bad breakouts all over my cheeks, and chin. At first I thought it was something I ate but I did some research and found out that this implant contains progesterone which can cause acne. I&#039;m planning to remove this implant. Look out for breakouts after implant,""",4,4-Jun-15,4
103475,Loestrin 21 1 / 20,Menstrual Disorders,"""I&#039;m 31 &amp; have used many birth control options, beginning with the patch @ 19 then going to the pill within the year. My MD RX&#039;d me the loestrin 1/20 a year ago. This past year proved the best for me as far as overall health: fewer skin breakouts, MUCH lighter &amp; shorter periods (i frequently donate blood and am not iron-defficient anemic), better sex drive (husband loves), and moodiness not as bad. I have gained 7lb of weight but cannot pinpoint it directly to this pill as I have chosen a less healthy lifestyle the past year. The only negative about this pill for me was I did not stay on a 28 day cycle and had breakthrough bleeding. Today, MD changed me to loestrin 1.5/30 for this reason.""",8,2-Aug-16,5
226866,Etonogestrel,Birth Control,"""I got this inserted 3 years ago, my arm hurt for one day with no bruising, and then I literally forgot about it for the remaining time. No periods ever, and never once pregnant. No weight gain. Most convenient form of birth control ever used, but it may just be the way my body has reacted. Got it reinserted for the next 3 years and got some bruising, but not too bad.""",9,26-Dec-14,104
146513,Tamsulosin,Benign Prostatic Hyperplasia,"""Been taking this medication for 6 years.  I have a good stream and it was prescribed by my doctor because I wasn&#039;t emptying my bladder fully due to a bladder that did not have the muscle tone that it once had.  It worked great for most of these years but due to my age, 85, I can&#039;t always make it to the bathroom fast enough to urinate.  I&#039;m going to stop taking it and see if there is a difference in reaching the bathroom before I have to let go of a full bladder.""",5,16-Sep-16,12
171741,Loratadine,Allergic Rhinitis,"""First of all I&#039;m not and never have been a smoker. Have COPD due to chronic bronchitis, I developed asthma after 40. I&#039;ve been taking this product for five yrs and the illness due to weather has decreased dramatically I had previously suffered from pneumonia due to worsening bronchitis at least twice a yr. I average once every three years now it is due to consistently taking this year round.""",10,5-May-14,21
